elements	Na	Al	Si	O
number	16	16	48	128
Location of ballistic to diffusif regime using linear regression curves (before 60 fs and after 500 fs).
Calculation of atomic self diffusivities using linear regression after 500 fs.
atom	Na	Na	Na	Na	Na	Na	Al	Al	Al	Al	Al	Al	Si	Si	Si	Si	Si	Si	O	O	O	O	O	O
file	D(m2/s)	D_stdev	R_squared	slope	intercept	regime_change	D(m2/s)	D_stdev	R_squared	slope	intercept	regime_change	D(m2/s)	D_stdev	R_squared	slope	intercept	regime_change	D(m2/s)	D_stdev	R_squared	slope	intercept	regime_change
NaAlSi3O8_T5_nvt_a12.5.outcar.msd.dat	1.3082314324755125e-08	3.5844894829919333e-11	0.994556945974322	0.007849388594853075	3.652645749786224	132.0435097820993	1.0476236168993795e-08	2.2932692488111416e-11	0.996518931124288	0.006285741701396276	2.7290826098006633	145.80306427278862	9.690623444820379e-09	1.1991101250812477e-11	0.9988850439647758	0.005814374066892228	1.0247382594019143	107.46788504686876	1.2624554548518751e-08	9.532667801982796e-12	0.9995845260068434	0.00757473272911125	0.3399741069309812	65.13249001362543
NaAlSi3O8_T5_nvt_a13.0.outcar.msd.dat	1.6504957992379596e-08	6.14573232852514e-11	0.9897354676679441	0.009902974795427757	8.952241400702917	185.33704270795877	1.6079243446993642e-08	1.70116004406471e-11	0.999163439685446	0.009647546068196185	1.252480055788645	110.21475411359211	1.0178037598483719e-08	1.0988901425863403e-11	0.9991288287358551	0.006106822559090231	2.246016792457887	143.9390314911832	1.4142480929816655e-08	6.927153617450361e-12	0.9998205753525454	0.008485488557889992	1.1315174733609084	90.75341107657168
NaAlSi3O8_T5_nvt_a13.5.outcar.msd.dat	3.0389017163474504e-08	3.216182737553305e-11	0.9992489923455297	0.0182334102980847	-2.3705321918808977	nan	1.4105970178129698e-08	4.939366807477002e-11	0.9918398021672205	0.008463582106877818	4.271027314535843	166.94186429709814	1.5369530818995307e-08	7.027915922014417e-12	0.9998597207331176	0.009221718491397184	0.4214051945119408	88.45666598526428	1.883612173826343e-08	8.696254218783377e-12	0.9998569980737089	0.011301673042958059	0.855168167741823	83.41790996794671
NaAlSi3O8_T5_nvt_a14.0.outcar.msd.dat	3.8102295509378196e-08	1.5178333117380965e-10	0.9904750643834697	0.022861377305626915	-6.711266496749758	nan	1.4074981615025285e-08	5.982038175124978e-11	0.9891720276340051	0.00844498896901517	6.225007261654959	193.0572051179252	1.4539581475695699e-08	5.551375354962986e-11	0.9912431042715754	0.008723748885417418	2.979478697049089	165.04287194921844	1.8493653348775542e-08	1.414557413901282e-11	0.9996455831115263	0.011096192009265324	2.5251347798894557	117.71203525933564
NaAlSi3O8_T5_nvt_a14.5.outcar.msd.dat	5.43943245353797e-08	5.942906917440296e-11	0.9992914519660313	0.03263659472122782	-3.1170025402586816	nan	2.326633613026614e-08	1.628798428373955e-11	0.9997089693557953	0.013959801678159682	-2.2880675575102742	nan	1.7709376483055846e-08	1.0593201289314708e-11	0.9997875082568424	0.010625625889833507	-1.0141280954080045	nan	2.0297450166435043e-08	1.050773634283571e-11	0.9998408331282913	0.012178470099861026	2.1162390352949956	107.91828888736593
NaAlSi3O8_T5_nvt_a15.0.outcar.msd.dat	5.793201535914746e-08	2.8717186642780187e-10	0.9847792503744821	0.034759209215488474	19.460171599177187	252.7390818469456	2.0404978729764613e-08	1.5126229087489302e-11	0.9996544669364842	0.012242987237858768	2.3621752048052898	135.14742036507835	2.049795007959774e-08	3.144071320476797e-11	0.9985223473725721	0.012298770047758643	-2.55600925237966	nan	2.5642538809363673e-08	2.0464799508592372e-11	0.9995995303258498	0.015385523285618203	-0.5338909318681857	nan
NaAlSi3O8_T5_nvt_a15.5.outcar.msd.dat	5.85629616756212e-08	1.3644099305411914e-10	0.9966728573129827	0.03513777700537272	9.230902614989219	195.07963762442924	2.0723595308047166e-08	6.632016684358752e-11	0.9937409371657161	0.0124341571848283	5.188878341121928	187.07604894836314	2.279123537076493e-08	1.599823451771593e-11	0.9996970632810864	0.013674741222458958	0.982945901099761	121.72869038670393	2.859834907001267e-08	1.4685894293386806e-11	0.9998378475338072	0.0171590094420076	1.1226196951244134	91.27782583556763
NaAlSi3O8_T5_nvt_a16.0.outcar.msd.dat	8.490253953469173e-08	9.746269029405857e-11	0.9990928888218295	0.05094152372081503	-2.6135389193302103	nan	3.2851964052534694e-08	5.588398412104825e-11	0.9980102145470946	0.019711178431520815	1.4534648006206368	136.77683009145437	2.577881726548857e-08	3.044318962196582e-11	0.9990400326931554	0.01546729035929314	4.527703609732242	201.1720939656606	3.321497222682499e-08	1.6199066278950648e-11	0.9998361447986162	0.019928983336094993	1.7648662432855104	109.6771450100726
NaAlSi3O8_T5_nvt_a16.5.outcar.msd.dat	1.1627030065208324e-07	3.117432997930386e-10	0.9956767339454321	0.06976218039124994	-29.97043186066054	nan	3.8678546683589376e-08	4.5086636254589235e-11	0.9991799581271394	0.02320712801015362	-6.85308902039354	nan	4.0446179092418896e-08	4.6477868535293145e-11	0.9992030554641229	0.024267707455451336	-3.1750297214503433	nan	4.0984524421770983e-08	1.8458824788337894e-11	0.999877495504144	0.024590714653062586	0.03350121907337211	73.34017139111128
NaAlSi3O8_T5_nvt_a17.0.outcar.msd.dat	1.1786198399725798e-07	7.743310297039436e-11	0.9997307389923624	0.07071719039835478	-9.395098209057608	nan	3.204597587389734e-08	5.298542647159552e-11	0.9982970173281579	0.0192275855243384	-0.45673764182186005	nan	3.4033075537800136e-08	2.8488984076799017e-11	0.9995629347654483	0.02041984532268008	3.4350779728694505	194.46418729932256	3.9864746855557584e-08	6.065247933445077e-11	0.9985576295387678	0.023918848113334546	6.20268749206204	173.99173497501013
NaAlSi3O8_T5_nvt_a17.5.outcar.msd.dat	1.4098403118729264e-07	2.319596893437244e-10	0.998578152585623	0.08459041871237558	-27.8875451859019	nan	2.953523879417487e-08	5.035358037576102e-11	0.9984734816864753	0.01772114327650492	2.8557680484728962	158.76648582857047	4.2785144956599314e-08	3.303368734961704e-11	0.9996865432092154	0.025671086973959586	1.3115713044102364	166.90294888030428	4.8268498899129946e-08	2.354718395205188e-11	0.9998748353325858	0.028961099339477964	2.2101597973490783	129.6611389966553
NaAlSi3O8_T5_nvt_a18.0.outcar.msd.dat	1.2956284091240976e-07	5.160095376683337e-10	0.9908995528935982	0.07773770454744586	-21.939029831721598	nan	3.935544275590795e-08	8.754430059809124e-11	0.997143184204962	0.023613265653544768	2.1667284932847792	160.18302164277245	5.79700027150981e-08	1.639694752672201e-10	0.9953890459627912	0.034782001629058854	-15.070147279396991	nan	5.882559068783125e-08	2.7501109667791037e-11	0.9998734705991454	0.035295354412698744	-6.27240362508573	nan
NaAlSi3O8_T5_nvt_a18.5.outcar.msd.dat	1.0668292199379426e-07	4.6414504053965664e-10	0.9886963810931811	0.06400975319627655	25.98473157283297	319.02137207403393	3.1581436462346386e-08	8.77533571745255e-11	0.9953582677240084	0.01894886187740783	7.435811146142527	224.081610717008	6.186782026659296e-08	6.508280720841605e-11	0.9993320412019033	0.03712069215995577	-11.058316826901859	nan	5.561477070302847e-08	1.0841964288438632e-10	0.997709782062454	0.03336886242181708	5.216892586393271	175.17123049870185
NaAlSi3O8_T5_nvt_a19.0.outcar.msd.dat	1.234720072458582e-07	3.413347913553292e-10	0.9957764374926634	0.07408320434751492	17.82389568987378	291.8427080419549	3.024357466267821e-08	1.5426703356276632e-10	0.9857653580125534	0.018146144797606924	7.556775114573867	226.95587947683637	5.790513075315696e-08	1.0533796507803642e-10	0.9981667072581536	0.03474307845189417	-11.185580418925639	nan	5.652020209811715e-08	5.1619955594119145e-11	0.9995372783496775	0.03391212125887029	-2.6611770076256107	nan
NaAlSi3O8_T6_nvt_a12.0.outcar.msd.dat	1.4483992038816193e-08	3.680303116475906e-11	0.9959297317551402	0.008690395223289715	2.568435253194437	114.53269193029237	1.0221915469964374e-08	4.466582733650867e-11	0.9880581283174406	0.006133149281978624	4.773507296371683	174.93744329027126	1.262485498254595e-08	5.6131061319148425e-12	0.9998748868144458	0.00757491298952757	-0.35226792665541495	nan	1.4235626903780162e-08	5.342905301042572e-12	0.9999108406803436	0.008541376142268096	0.5219731381601136	72.62669139318024
NaAlSi3O8_T6_nvt_a12.5.outcar.msd.dat	2.0850796725501345e-08	7.878329299806254e-11	0.988358964737628	0.012510478035300806	5.103373748388421	144.39836478974237	1.626678433475977e-08	1.6145939581462058e-11	0.9991878722861549	0.00976007060085586	0.8379709589173174	88.34301167617754	1.4383079117179993e-08	1.1889402778268401e-11	0.9994365887244466	0.008629847470307995	-0.34454486295965125	nan	2.0295660857771313e-08	1.0812877090157124e-11	0.9997658854527474	0.012177396514662788	-1.4282287932297635	nan
NaAlSi3O8_T6_nvt_a13.0.outcar.msd.dat	3.481727850639108e-08	1.1133719103520943e-10	0.9925603624154159	0.020890367103834646	-2.9238613564525764	nan	2.3215550068018846e-08	2.298903808177085e-11	0.9992817501012613	0.013929330040811306	1.315141364007033	108.77332388895783	2.2855700289289945e-08	1.7530822390550256e-11	0.99956894543931	0.013713420173573966	-2.991277868206822	nan	2.5991891501018305e-08	1.6794693256984084e-11	0.9996940577426592	0.01559513490061098	-1.0432996981257077	nan
NaAlSi3O8_T6_nvt_a13.5.outcar.msd.dat	4.810266395492924e-08	8.034689655525315e-11	0.9981953602930121	0.028861598372957542	-9.561272290073958	nan	3.186267197065571e-08	1.9222538393452375e-11	0.9997642076669903	0.019117603182393424	-3.057572968358542	nan	2.868924161376522e-08	4.1764122768756214e-11	0.9986286521823022	0.01721354496825913	-5.17477937316508	nan	2.9521088119765765e-08	5.646482517769805e-12	0.9999762941264309	0.01771265287185946	-0.09874453080198009	47.47200032496216
NaAlSi3O8_T6_nvt_a14.0.outcar.msd.dat	4.22311442545047e-08	1.64824361171368e-10	0.9907636877234478	0.02533868655270282	16.172833692036804	220.6563172422138	3.4639225802129314e-08	3.517720815426877e-11	0.9993692405236662	0.020783535481277586	-2.8832404833400886	nan	2.9013199715560014e-08	3.1568632377530045e-11	0.9992759690255557	0.017407919829336007	-0.38909673706632475	nan	3.730445468731325e-08	1.6206662265870696e-11	0.9998845039764873	0.022382672812387948	-0.4917264444551961	nan
NaAlSi3O8_T6_nvt_a14.5.outcar.msd.dat	5.070858847307118e-08	1.9569176591945835e-10	0.9907631005068325	0.030425153083842704	15.601729269233914	220.86056537355446	4.0584430281832385e-08	1.3278141803721797e-10	0.9933437504739152	0.02435065816909943	-11.104721379229304	nan	3.1338376692432063e-08	2.7272736812818785e-11	0.9995261150364525	0.018803026015459235	2.258907791030282	145.67016666098363	4.084338570165007e-08	4.854854980430745e-11	0.999116311030033	0.02450603142099004	-2.6395636134992486	nan
NaAlSi3O8_T6_nvt_a15.0.outcar.msd.dat	1.0274139932103022e-07	4.098590999321596e-10	0.989590373848615	0.06164483959261813	-39.58109424177843	nan	2.7997099990453596e-08	1.3290073751285925e-10	0.985323949957835	0.016798259994272157	15.766825814170872	271.0690341829967	3.6688260416521676e-08	5.568071528456014e-11	0.9984798161272354	0.022012956249913004	2.91225124424615	162.6940230333243	4.4046211465842605e-08	1.7929365723566478e-11	0.9998904867597401	0.02642772687950556	2.2643462314863854	113.17084422436531
NaAlSi3O8_T6_nvt_a15.5.outcar.msd.dat	9.599310358448947e-08	2.9681430760553965e-10	0.993918365907584	0.05759586215069368	14.45366446471786	232.10055037960134	4.602471578896992e-08	1.9608848789424196e-10	0.9885161971478936	0.027614829473381952	-6.7193225924021505	nan	4.3780367208430575e-08	2.3467753573167986e-11	0.9998161412274678	0.026268220325058343	-0.3980974975139162	83.7808967794491	5.0034337673202366e-08	3.138876756575654e-11	0.9997481842929519	0.030020602603921417	4.1650367490824465	140.0015487062428
NaAlSi3O8_T6_nvt_a16.0.outcar.msd.dat	9.53080881612912e-08	2.2129754233044244e-10	0.9962028229468963	0.05718485289677472	16.41894176212844	241.70588009709317	4.169327103160558e-08	8.300708358609652e-11	0.9972055106642466	0.02501596261896334	5.425878047107531	186.21265194758917	4.48767650419911e-08	7.344164146877763e-11	0.9981100969465584	0.026926059025194658	0.6553235598873357	125.54502526734854	5.88424366696714e-08	3.7725535292166774e-11	0.9997094755105949	0.03530546200180284	-1.5027468306812466	nan
NaAlSi3O8_T6_nvt_a16.5.outcar.msd.dat	1.4508275083827592e-07	4.100193643275327e-10	0.994961829612349	0.08704965050296554	-23.461552066948684	nan	3.987678624613122e-08	2.0818301385834942e-10	0.9830136876691126	0.023926071747678728	12.95839135151651	258.07494837322736	6.851943281293873e-08	1.4768475924470504e-10	0.9970633253118953	0.04111165968776324	-18.5031245495816	nan	6.477439485583945e-08	3.0920478210811425e-11	0.9998555517796284	0.03886463691350366	2.046076302200248	122.91852262278877
NaAlSi3O8_T6_nvt_a17.0.outcar.msd.dat	1.34857048431398e-07	1.936630981237215e-10	0.9986901115419603	0.0809142290588388	-0.4384161846493271	147.8097894271973	6.572059981974627e-08	7.920390630614278e-11	0.9990771177490871	0.039432359891847756	-12.043432141488779	nan	7.110950110674536e-08	8.152605123876849e-11	0.9991647206236731	0.042665700664047214	-8.783387943352352	nan	7.572461392700827e-08	6.143482026796713e-11	0.9995815626903937	0.04543476835620496	2.153297409002164	131.38080402351636
NaAlSi3O8_T6_nvt_a17.5.outcar.msd.dat	1.295105094495884e-07	1.7558170763118186e-10	0.9990084572620769	0.07770630566975303	10.312495851140284	222.86687413454396	7.557191559797718e-08	1.3045759116412907e-10	0.9983933795114673	0.045343149358786305	-16.174721374221804	nan	7.585107781801517e-08	7.75783384469459e-11	0.9994354454103009	0.0455106466908091	-2.412322265641592	nan	9.225768228445861e-08	4.6807210516589256e-11	0.9998610195103905	0.05535460937067516	-4.475383048853558	nan
NaAlSi3O8_T6_nvt_a18.0.outcar.msd.dat	1.5638675307994052e-07	3.5400043440066757e-10	0.9967110082325563	0.0938320518479643	26.923669135845273	305.45773753902057	4.092363774913787e-08	2.6285973395805116e-10	0.9741180425208645	0.024554182649482722	28.27210370114625	349.222021784574	7.793525165928015e-08	4.322616406594005e-11	0.9998019269689086	0.04676115099556809	-4.566222662727142	nan	9.722851296718063e-08	6.500153449179771e-11	0.9997122463701942	0.05833710778030838	-9.261799418766714	nan
NaAlSi3O8_T6_nvt_a18.5.outcar.msd.dat	2.1012596573990143e-07	4.4567940403859904e-10	0.9972498894264796	0.12607557944394085	-5.984959455350577	151.0403680247578	8.918097714729103e-08	5.5335275284438564e-11	0.9997640512462859	0.05350858628837461	-14.835736739674473	nan	8.586547419665097e-08	3.626909893231809e-10	0.9891813571441658	0.05151928451799058	14.962529557908027	339.2453738311198	1.0445758481568747e-07	8.773301783825347e-11	0.9995677660321912	0.06267455088941247	0.21180047755967735	133.37534906540452
NaAlSi3O8_T6_nvt_a19.0.outcar.msd.dat	2.2044855161845587e-07	5.164186291529577e-10	0.9966473263436623	0.1322691309710735	-50.346307741690225	nan	7.169888987027498e-08	1.368957344432118e-10	0.9977703021392592	0.04301933392216498	-9.970769089870174	nan	9.344452799437739e-08	1.0027796041532326e-10	0.9992945646242248	0.056066716796626434	-6.1881903887671115	nan	1.2624889766611656e-07	1.5591520739556038e-10	0.9990659365246186	0.07574933859966992	-23.94109568103744	nan
NaAlSi3O8_T7_nvt_a15.0.outcar.msd.dat	1.0544345533942947e-07	1.9373953117297364e-10	0.9980054182708079	0.06326607320365768	-17.30972819437551	nan	4.971653957717645e-08	2.4486421234479007e-10	0.9858427725151795	0.029829923746305873	8.500351255065993	205.7027592956733	5.11213385662491e-08	6.604619013184267e-11	0.9990128483233115	0.03067280313974946	5.908410082380215	193.147215103438	7.547718088067359e-08	4.776640795185985e-11	0.9997629540321461	0.04528630852840415	0.3768399479229174	94.5301046199237
NaAlSi3O8_T7_nvt_a16.0.outcar.msd.dat	1.4532149409286676e-07	1.5227488466124698e-10	0.9993690563226775	0.08719289645572005	-16.50017347968867	nan	4.498281076389325e-08	2.47010751239964e-10	0.9829571984405092	0.026989686458335948	17.52459406549849	259.6287726122838	9.610642575978556e-08	1.3246608985054877e-10	0.9989088152886112	0.05766385545587133	-21.311045134115147	nan	8.394426165242809e-08	2.4161121512597623e-11	0.9999523679459813	0.05036655699145685	2.7010594596625594	126.8358031719922
NaAlSi3O8_T7_nvt_a17.0.outcar.msd.dat	1.9580440696046978e-07	5.385235881212418e-10	0.9953770358535396	0.11748264417628186	-44.48505863940193	nan	1.0132626488390327e-07	1.2374149817360182e-10	0.999085133890206	0.06079575893034196	-9.816775598007041	nan	9.87052365383846e-08	1.209591189108214e-10	0.9990787766302273	0.059223141923030756	-14.252978944000006	nan	1.0293387039351629e-07	1.9560809883588145e-10	0.9977876005989424	0.06176032223610977	10.205951247315966	194.71280082516222
NaAlSi3O8_T7_nvt_a17.5.outcar.msd.dat	1.6074913342198584e-07	7.706369864462901e-10	0.9865544622662707	0.09644948005319151	53.37680068567846	366.97329393735447	1.0102545919485399e-07	2.223880739159817e-10	0.9971347016835307	0.06061527551691239	-27.195837706867934	nan	1.148909120470066e-07	1.4462046152492948e-10	0.9990612824135469	0.06893454722820395	-15.140896908293428	nan	1.2240571177456047e-07	7.32076890024836e-11	0.9997879332348486	0.07344342706473628	-0.9050499869223358	107.70270130510488
NaAlSi3O8_T7_nvt_a18.0.outcar.msd.dat	2.081924999877141e-07	2.9523663250464803e-10	0.9988149208460707	0.12491549999262845	-17.32834140830016	nan	8.773579264523772e-08	1.470869521511868e-10	0.9983445078171838	0.052641475587142626	-5.238296959306155	nan	1.3196070819524557e-07	1.7242175202966522e-10	0.9989937413854251	0.07917642491714733	-21.65334604724319	nan	1.4333615182295754e-07	4.528638641606257e-11	0.9999411088155321	0.08600169109377452	-11.017063547046064	nan
NaAlSi3O8_T7_nvt_a18.5.outcar.msd.dat	1.5843216509882793e-07	3.9521472439936527e-10	0.9965953636969092	0.09505929905929675	40.17345499329383	328.72188608222166	1.1931633513708975e-07	1.368595609761132e-10	0.9992782126981138	0.07158980108225384	-20.120065493773325	nan	1.345866839153361e-07	4.135087106469659e-10	0.9948442414044062	0.08075201034920165	-21.178729569493157	nan	1.3262047593464388e-07	2.0778644114576416e-10	0.9986541374908935	0.07957228556078633	5.514869447247804	179.1930316780375
NaAlSi3O8_T7_nvt_a19.0.outcar.msd.dat	2.047751963329306e-07	5.90872789247438e-10	0.9948067462735123	0.12286511779975834	34.66660698574083	344.6845062138794	1.3187535040738543e-07	3.6519573049858073e-10	0.995214707860431	0.07912521024443125	5.971619001901331	243.9619683839947	1.589481189057317e-07	1.8517620612373298e-10	0.9991497283587704	0.09536887134343901	-33.278463142718806	nan	1.638891464138051e-07	8.651190733394538e-11	0.9998253200499122	0.09833348784828307	-17.972062128682808	nan
