ρ (kg/m^3)	T (K)	P (GPa)	Thermal P Coeff (GPa/K)	α (1/K)	β (1/GPa)
3522.66000	3500	29	5.86364E-03	3.7154E-05	0.0063364
3509.72000	3600	29	5.76756E-03	3.6500E-05	0.0063284
3497.04000	3700	29	5.67672E-03	3.5894E-05	0.0063230
3484.60000	3800	29	5.59073E-03	3.5334E-05	0.0063201
3472.41000	3900	29	5.50921E-03	3.4815E-05	0.0063194
3460.42000	4000	29	5.43184E-03	3.4335E-05	0.0063211
3448.64000	4100	29	5.35833E-03	3.3891E-05	0.0063250
3437.04000	4200	29	5.28839E-03	3.3481E-05	0.0063310
3425.62000	4300	29	5.22180E-03	3.3101E-05	0.0063391
3414.36000	4400	29	5.15832E-03	3.2751E-05	0.0063492
3403.25000	4500	29	5.09775E-03	3.2429E-05	0.0063613
3392.28000	4600	29	5.03992E-03	3.2132E-05	0.0063754
3381.45000	4700	29	4.98464E-03	3.1859E-05	0.0063915
3370.73000	4800	29	4.93176E-03	3.1610E-05	0.0064095
3360.13000	4900	29	4.88115E-03	3.1383E-05	0.0064293
3349.64000	5000	29	4.83265E-03	3.1176E-05	0.0064511
3339.25000	5100	29	4.78615E-03	3.0989E-05	0.0064747
3328.94000	5200	29	4.74154E-03	3.0821E-05	0.0065002
3318.72000	5300	29	4.69872E-03	3.0671E-05	0.0065275
3308.58000	5400	29	4.65759E-03	3.0538E-05	0.0065567
3298.51000	5500	29	4.61805E-03	3.0423E-05	0.0065877
3696.64000	2500	30	7.51369E-03	4.8196E-05	0.0064145
3679.16000	2600	30	7.31668E-03	4.6624E-05	0.0063723
3662.31000	2700	30	7.13413E-03	4.5192E-05	0.0063346
3646.04000	2800	30	6.96452E-03	4.3883E-05	0.0063009
3630.29000	2900	30	6.80655E-03	4.2684E-05	0.0062710
3615.03000	3000	30	6.65905E-03	4.1584E-05	0.0062447
3600.22000	3100	30	6.52105E-03	4.0572E-05	0.0062217
3585.81000	3200	30	6.39166E-03	3.9640E-05	0.0062019
3571.78000	3300	30	6.27012E-03	3.8780E-05	0.0061849
3558.10000	3400	30	6.15575E-03	3.7986E-05	0.0061708
3544.74000	3500	30	6.04797E-03	3.7252E-05	0.0061593
3531.68000	3600	30	5.94619E-03	3.6572E-05	0.0061504
3518.90000	3700	30	5.84997E-03	3.5942E-05	0.0061439
3506.38000	3800	30	5.75887E-03	3.5358E-05	0.0061398
3494.10000	3900	30	5.67251E-03	3.4817E-05	0.0061378
3482.04000	4000	30	5.59054E-03	3.4315E-05	0.0061381
3470.20000	4100	30	5.51264E-03	3.3850E-05	0.0061404
3458.54000	4200	30	5.43853E-03	3.3419E-05	0.0061448
3447.08000	4300	30	5.36796E-03	3.3019E-05	0.0061511
3435.78000	4400	30	5.30068E-03	3.2649E-05	0.0061595
3424.64000	4500	30	5.23648E-03	3.2307E-05	0.0061697
3413.65000	4600	30	5.17516E-03	3.1992E-05	0.0061817
3402.79000	4700	30	5.11655E-03	3.1700E-05	0.0061956
3392.07000	4800	30	5.06048E-03	3.1433E-05	0.0062114
3381.46000	4900	30	5.00679E-03	3.1187E-05	0.0062289
3370.97000	5000	30	4.95535E-03	3.0962E-05	0.0062482
3360.59000	5100	30	4.90605E-03	3.0757E-05	0.0062692
3350.30000	5200	30	4.85871E-03	3.0571E-05	0.0062920
3340.10000	5300	30	4.81327E-03	3.0403E-05	0.0063165
3329.99000	5400	30	4.76962E-03	3.0253E-05	0.0063428
3319.95000	5500	30	4.72765E-03	3.0119E-05	0.0063707
3720.12000	2500	31	7.78225E-03	4.8639E-05	0.0062500
3702.37000	2600	31	7.57415E-03	4.7022E-05	0.0062082
3685.28000	2700	31	7.38132E-03	4.5548E-05	0.0061706
3668.78000	2800	31	7.20217E-03	4.4200E-05	0.0061370
3652.83000	2900	31	7.03531E-03	4.2965E-05	0.0061071
3637.38000	3000	31	6.87952E-03	4.1832E-05	0.0060806
3622.38000	3100	31	6.73376E-03	4.0788E-05	0.0060573
3607.82000	3200	31	6.59710E-03	3.9827E-05	0.0060370
3593.64000	3300	31	6.46872E-03	3.8939E-05	0.0060195
3579.82000	3400	31	6.34792E-03	3.8117E-05	0.0060047
3566.34000	3500	31	6.23405E-03	3.7357E-05	0.0059925
3553.17000	3600	31	6.12654E-03	3.6653E-05	0.0059827
3540.28000	3700	31	6.02491E-03	3.6000E-05	0.0059752
3527.67000	3800	31	5.92867E-03	3.5394E-05	0.0059700
3515.31000	3900	31	5.83742E-03	3.4831E-05	0.0059669
3503.18000	4000	31	5.75081E-03	3.4309E-05	0.0059659
3491.26000	4100	31	5.66850E-03	3.3823E-05	0.0059669
3479.55000	4200	31	5.59019E-03	3.3372E-05	0.0059698
3468.04000	4300	31	5.51560E-03	3.2954E-05	0.0059746
3456.69000	4400	31	5.44449E-03	3.2565E-05	0.0059813
3445.52000	4500	31	5.37663E-03	3.2205E-05	0.0059898
3434.50000	4600	31	5.31181E-03	3.1871E-05	0.0060000
3423.62000	4700	31	5.24984E-03	3.1562E-05	0.0060120
3412.88000	4800	31	5.19055E-03	3.1277E-05	0.0060257
3402.27000	4900	31	5.13377E-03	3.1014E-05	0.0060411
3391.78000	5000	31	5.07937E-03	3.0772E-05	0.0060582
3381.39000	5100	31	5.02719E-03	3.0550E-05	0.0060769
3371.11000	5200	31	4.97713E-03	3.0347E-05	0.0060973
3360.93000	5300	31	4.92907E-03	3.0162E-05	0.0061192
3350.84000	5400	31	4.88287E-03	2.9995E-05	0.0061429
3340.83000	5500	31	4.83845E-03	2.9844E-05	0.0061682
3743.14000	2500	32	8.05318E-03	4.9077E-05	0.0060941
3725.13000	2600	32	7.83389E-03	4.7416E-05	0.0060527
3707.80000	2700	32	7.63074E-03	4.5902E-05	0.0060154
3691.08000	2800	32	7.44195E-03	4.4517E-05	0.0059819
3674.92000	2900	32	7.26613E-03	4.3248E-05	0.0059520
3659.27000	3000	32	7.10198E-03	4.2082E-05	0.0059253
3644.11000	3100	32	6.94840E-03	4.1008E-05	0.0059018
3629.38000	3200	32	6.80440E-03	4.0017E-05	0.0058811
3615.05000	3300	32	6.66914E-03	3.9102E-05	0.0058631
3601.10000	3400	32	6.54185E-03	3.8255E-05	0.0058478
3587.49000	3500	32	6.42186E-03	3.7471E-05	0.0058349
3574.20000	3600	32	6.30858E-03	3.6743E-05	0.0058243
3561.21000	3700	32	6.20147E-03	3.6068E-05	0.0058160
3548.51000	3800	32	6.10005E-03	3.5441E-05	0.0058099
3536.06000	3900	32	6.00391E-03	3.4857E-05	0.0058058
3523.85000	4000	32	5.91262E-03	3.4315E-05	0.0058036
3511.87000	4100	32	5.82586E-03	3.3810E-05	0.0058034
3500.10000	4200	32	5.74331E-03	3.3340E-05	0.0058050
3488.52000	4300	32	5.66468E-03	3.2903E-05	0.0058085
3477.14000	4400	32	5.58971E-03	3.2497E-05	0.0058137
3465.92000	4500	32	5.51816E-03	3.2119E-05	0.0058207
3454.87000	4600	32	5.44981E-03	3.1768E-05	0.0058293
3443.97000	4700	32	5.38446E-03	3.1443E-05	0.0058395
3433.21000	4800	32	5.32193E-03	3.1141E-05	0.0058514
3422.58000	4900	32	5.26204E-03	3.0861E-05	0.0058649
3412.08000	5000	32	5.20465E-03	3.0603E-05	0.0058800
3401.69000	5100	32	5.14960E-03	3.0365E-05	0.0058966
3391.42000	5200	32	5.09677E-03	3.0146E-05	0.0059148
3381.24000	5300	32	5.04604E-03	2.9946E-05	0.0059345
3371.17000	5400	32	4.99728E-03	2.9763E-05	0.0059558
3361.18000	5500	32	4.95041E-03	2.9596E-05	0.0059786
3765.74000	2500	33	8.32642E-03	4.9510E-05	0.0059462
3747.47000	2600	33	8.09585E-03	4.7807E-05	0.0059052
3729.89000	2700	33	7.88223E-03	4.6254E-05	0.0058682
3712.95000	2800	33	7.68377E-03	4.4833E-05	0.0058348
3696.58000	2900	33	7.49895E-03	4.3531E-05	0.0058049
3680.75000	3000	33	7.32637E-03	4.2333E-05	0.0057782
3665.40000	3100	33	7.16490E-03	4.1230E-05	0.0057544
3650.51000	3200	33	7.01352E-03	4.0212E-05	0.0057335
3636.04000	3300	33	6.87132E-03	3.9271E-05	0.0057151
3621.94000	3400	33	6.73750E-03	3.8399E-05	0.0056993
3608.21000	3500	33	6.61135E-03	3.7591E-05	0.0056859
3594.81000	3600	33	6.49225E-03	3.6841E-05	0.0056746
3581.72000	3700	33	6.37963E-03	3.6144E-05	0.0056656
3568.91000	3800	33	6.27300E-03	3.5496E-05	0.0056586
3556.37000	3900	33	6.17189E-03	3.4893E-05	0.0056536
3544.09000	4000	33	6.07590E-03	3.4331E-05	0.0056504
3532.03000	4100	33	5.98468E-03	3.3808E-05	0.0056491
3520.20000	4200	33	5.89786E-03	3.3321E-05	0.0056496
3508.57000	4300	33	5.81516E-03	3.2866E-05	0.0056519
3497.13000	4400	33	5.73631E-03	3.2443E-05	0.0056558
3485.87000	4500	33	5.66104E-03	3.2049E-05	0.0056613
3474.78000	4600	33	5.58913E-03	3.1682E-05	0.0056684
3463.85000	4700	33	5.52038E-03	3.1340E-05	0.0056771
3453.07000	4800	33	5.45458E-03	3.1022E-05	0.0056874
3442.43000	4900	33	5.39156E-03	3.0727E-05	0.0056992
3431.91000	5000	33	5.33116E-03	3.0454E-05	0.0057125
3421.52000	5100	33	5.27322E-03	3.0201E-05	0.0057272
3411.24000	5200	33	5.21761E-03	2.9967E-05	0.0057434
3401.07000	5300	33	5.16419E-03	2.9752E-05	0.0057611
3391.00000	5400	33	5.11286E-03	2.9554E-05	0.0057802
3381.03000	5500	33	5.06348E-03	2.9372E-05	0.0058008
3787.93000	2500	34	8.60188E-03	4.9939E-05	0.0058055
3769.40000	2600	34	8.35994E-03	4.8195E-05	0.0057650
3751.58000	2700	34	8.13580E-03	4.6604E-05	0.0057283
3734.41000	2800	34	7.92758E-03	4.5149E-05	0.0056951
3717.84000	2900	34	7.73365E-03	4.3813E-05	0.0056653
3701.82000	3000	34	7.55260E-03	4.2586E-05	0.0056385
3686.30000	3100	34	7.38323E-03	4.1454E-05	0.0056146
3671.24000	3200	34	7.22439E-03	4.0409E-05	0.0055934
3656.62000	3300	34	7.07520E-03	3.9443E-05	0.0055748
3642.39000	3400	34	6.93480E-03	3.8548E-05	0.0055586
3628.53000	3500	34	6.80245E-03	3.7717E-05	0.0055446
3615.01000	3600	34	6.67749E-03	3.6946E-05	0.0055328
3601.81000	3700	34	6.55933E-03	3.6228E-05	0.0055231
3588.90000	3800	34	6.44745E-03	3.5560E-05	0.0055154
3576.28000	3900	34	6.34135E-03	3.4938E-05	0.0055096
3563.91000	4000	34	6.24063E-03	3.4358E-05	0.0055055
3551.78000	4100	34	6.14489E-03	3.3817E-05	0.0055033
3539.88000	4200	34	6.05378E-03	3.3313E-05	0.0055028
3528.19000	4300	34	5.96700E-03	3.2842E-05	0.0055038
3516.70000	4400	34	5.88423E-03	3.2402E-05	0.0055066
3505.40000	4500	34	5.80522E-03	3.1992E-05	0.0055109
3494.27000	4600	34	5.72974E-03	3.1609E-05	0.0055167
3483.30000	4700	34	5.65755E-03	3.1252E-05	0.0055240
3472.49000	4800	34	5.58847E-03	3.0920E-05	0.0055328
3461.83000	4900	34	5.52229E-03	3.0610E-05	0.0055430
3451.30000	5000	34	5.45886E-03	3.0322E-05	0.0055547
3440.89000	5100	34	5.39801E-03	3.0055E-05	0.0055677
3430.61000	5200	34	5.33960E-03	2.9807E-05	0.0055822
3420.44000	5300	34	5.28349E-03	2.9577E-05	0.0055980
3410.38000	5400	34	5.22956E-03	2.9365E-05	0.0056152
3400.41000	5500	34	5.17768E-03	2.9170E-05	0.0056338
3809.73000	2500	35	8.87951E-03	5.0362E-05	0.0056717
3790.94000	2600	35	8.62611E-03	4.8579E-05	0.0056316
3772.88000	2700	35	8.39138E-03	4.6952E-05	0.0055952
3755.49000	2800	35	8.17332E-03	4.5462E-05	0.0055623
3738.71000	2900	35	7.97024E-03	4.4096E-05	0.0055326
3722.50000	3000	35	7.78065E-03	4.2839E-05	0.0055058
3706.81000	3100	35	7.60326E-03	4.1680E-05	0.0054818
3691.59000	3200	35	7.43696E-03	4.0609E-05	0.0054605
3676.81000	3300	35	7.28075E-03	3.9619E-05	0.0054416
3662.44000	3400	35	7.13372E-03	3.8700E-05	0.0054250
3648.45000	3500	35	6.99512E-03	3.7848E-05	0.0054106
3634.82000	3600	35	6.86427E-03	3.7056E-05	0.0053983
3621.51000	3700	35	6.74053E-03	3.6318E-05	0.0053880
3608.50000	3800	35	6.62335E-03	3.5631E-05	0.0053797
3595.79000	3900	35	6.51224E-03	3.4991E-05	0.0053731
3583.33000	4000	35	6.40675E-03	3.4394E-05	0.0053683
3571.13000	4100	35	6.30647E-03	3.3836E-05	0.0053652
3559.16000	4200	35	6.21105E-03	3.3315E-05	0.0053637
3547.41000	4300	35	6.12013E-03	3.2828E-05	0.0053639
3535.87000	4400	35	6.03343E-03	3.2373E-05	0.0053655
3524.52000	4500	35	5.95068E-03	3.1947E-05	0.0053687
3513.35000	4600	35	5.87158E-03	3.1550E-05	0.0053733
3502.34000	4700	35	5.79595E-03	3.1178E-05	0.0053794
3491.50000	4800	35	5.72356E-03	3.0832E-05	0.0053868
3480.81000	4900	35	5.65421E-03	3.0508E-05	0.0053956
3470.26000	5000	35	5.58773E-03	3.0206E-05	0.0054058
3459.84000	5100	35	5.52395E-03	2.9925E-05	0.0054174
3449.55000	5200	35	5.46272E-03	2.9664E-05	0.0054302
3439.38000	5300	35	5.40390E-03	2.9421E-05	0.0054443
3429.31000	5400	35	5.34735E-03	2.9195E-05	0.0054598
3419.35000	5500	35	5.29296E-03	2.8987E-05	0.0054765
